GROUP,TID,UNIT,LOW,HIGH,FUNCTION,PARAM1,PARAM2,KEY,VAL,FAIL_COUNT,TIMEOUT,DESCRIPTION
CAL_POWER_RAIL,debug_read_voltage IO_SOC_TO_ACE_RMBNRT_DFU_STATUS,,0.99,1.02,get_cal_voltage,IO_SOC_TO_ACE_RMBNRT_DFU_STATUS,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset IO_SOC_TO_ACE_RMBNRT_DFU_STATUS,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay GPIO_ARRAY_TO_DMM_TABLE to IO_ACE_RMBNRT_TO_PMU_CPMU_RESET,,,,adg_relay_switch,GPIO_ARRAY_TO_DMM_TABLE,IO_ACE_RMBNRT_TO_PMU_CPMU_RESET,,,,20000,
CAL_POWER_RAIL,debug_read_voltage IO_ACE_RMBNRT_TO_PMU_CPMU_RESET,,0.99,1.02,get_cal_voltage,IO_ACE_RMBNRT_TO_PMU_CPMU_RESET,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset IO_ACE_RMBNRT_TO_PMU_CPMU_RESET,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay GPIO_ARRAY_TO_DMM_TABLE to GPIO_ACE_RMBNRT_TO_AP_SMC_IRQ_L,,,,adg_relay_switch,GPIO_ARRAY_TO_DMM_TABLE,GPIO_ACE_RMBNRT_TO_AP_SMC_IRQ_L,,,,20000,
CAL_POWER_RAIL,debug_read_voltage GPIO_ACE_RMBNRT_TO_AP_SMC_IRQ_L,,0.99,1.02,get_cal_voltage,GPIO_ACE_RMBNRT_TO_AP_SMC_IRQ_L,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset GPIO_ACE_RMBNRT_TO_AP_SMC_IRQ_L,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay GPIO_ARRAY_TO_DMM_TABLE to GPIO_PMU_TO_SYSTEM_ACTIVE_READY,,,,adg_relay_switch,GPIO_ARRAY_TO_DMM_TABLE,GPIO_PMU_TO_SYSTEM_ACTIVE_READY,,,,20000,
CAL_POWER_RAIL,debug_read_voltage GPIO_PMU_TO_SYSTEM_ACTIVE_READY,,0.99,1.02,get_cal_voltage,GPIO_PMU_TO_SYSTEM_ACTIVE_READY,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset GPIO_PMU_TO_SYSTEM_ACTIVE_READY,,-10,10,read_cal_offset,,,,,,50000,
RIGEL_ODRV,WRITE_TO_EEPROM,,,,write_to_file,EEPROM,,,,,50000,







POWER_CYCLE_2,PSU_OFF,,,,psu_off,,,,,,20000,
POWER_CYCLE_2,Relay to DISCHARGE_PPVBUS_HMD_INPUT,,,,relay_switch,DISCHARGE_PPVBUS_HMD_INPUT,CONNECT,,,,20000,
POWER_CYCLE_2,Relay to DISCHARGE_PPVBUS_SYS,,,,relay_switch,DISCHARGE_PPVBUS_SYS,CONNECT,,,,20000,
POWER_CYCLE_2,Relay to DISCHARGE_PP3V8_VCC_MAIN,,,,relay_switch,DISCHARGE_PPVCC_MAIN_3V8,CONNECT,,,,20000,
POWER_CYCLE_2,Relay to DISCHARGE_PPVBUS_SPKRAMP_S2,,,,relay_switch,DISCHARGE_PPVBUS_SPKRAMP_S2,CONNECT,,,,20000,
POWER_CYCLE_2,Relay to DISCHARGE_PPVBUS_SPFCAP_BOOST_ALWAYS,,,,relay_switch,DISCHARGE_PPVBUS_SPFCAP_BOOST_ALWAYS,CONNECT,,,,20000,

POWER_CYCLE_2,DELAY_2S,,,,delay,2000,,,,,20000,

Power Down,Wait until PPVBUS_SPFCAP_BOOST Down,mV,,,wait_voltage_drop,PPVBUS_SPFCAP_BOOST_ALWAYS_DIV,2000,,,,20000,

Fixture Init,OQC_CLOSE,,,,oqc_close,inst_34461,,,,,20000,
Fixture Init,Reset fixture_2,,,,reset_board,,,,,,20000,
